"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CG16775",7.92563000711503e-45,-2.18670346191707,0.008,0.034,9.85869116585039e-41
"stx",1.03389272625844e-44,0.549868845311924,0.469,0.394,1.28605916219287e-40
"sba",1.62080550801454e-44,1.20766855719112,0.212,0.145,2.01611997141929e-40
"shg",1.72830091181776e-44,1.28508606786764,0.153,0.092,2.14983350421011e-40
"yki",2.24070192943247e-44,1.57337944666003,0.068,0.026,2.78720913002105e-40
"fit",2.32713428875531e-44,-1.34080673917537,0.061,0.113,2.89472234178273e-40
"Acsl",2.82056784360669e-44,-0.877564777573633,0.245,0.311,3.50850434066237e-40
"CG8560",3.61128002890299e-44,-2.07959904210424,0.007,0.033,4.49207122795243e-40
"RpS6",5.80117748990021e-44,-0.425123758113241,0.374,0.463,7.21608467968687e-40
"l(1)G0196",6.83426851521236e-44,0.57459201470335,0.374,0.299,8.50114660607265e-40
"CG34423",7.53661091650347e-44,0.782791057891936,0.232,0.158,9.37479031903867e-40
"Muc12Ea",7.96905335985034e-44,-1.37074601273005,0.037,0.081,9.91270547431784e-40
"Chchd2",1.06934318556967e-43,-0.271002320114702,0.362,0.457,1.33015598853011e-39
"CG13324",1.18191415227065e-43,2.11034721915378,0.042,0.01,1.47018301400946e-39
"Lmpt",1.50070031679257e-43,0.53644595492169,0.47,0.397,1.86672112405828e-39
"sesB",1.5131717924176e-43,-0.345284041209692,0.451,0.543,1.88223439258825e-39
"Npc2h",3.7405577301144e-43,-1.58330927446666,0.026,0.064,4.65287976048931e-39
"CG7142",3.98060606362671e-43,2.45645097813073,0.036,0.007,4.95147588254527e-39
"lncRNA:CR44922",3.99107237468304e-43,-1.63742239329386,0.012,0.041,4.96449492686823e-39
"NK7.1",4.55289552922258e-43,0.779062025959133,0.246,0.173,5.66334674879997e-39
"Cht4",5.48152822050357e-43,3.5266437658351,0.027,0.002,6.81847295348439e-39
"CG12065",5.8901756748149e-43,1.23377051807941,0.128,0.071,7.32678952190225e-39
"Diedel3",1.26040599752814e-42,-1.47066306616864,0.024,0.06,1.56781902032526e-38
"Cln7",1.42206087528638e-42,-0.999488612983348,0.061,0.113,1.76890152276873e-38
"ewg",2.48109018663076e-42,0.652499847700562,0.26,0.184,3.08622808315e-38
"RpL21",2.60646735345922e-42,-0.368555767653466,0.451,0.539,3.24218474096793e-38
"CG5550",4.27070833369392e-42,-1.93638845474448,0.009,0.034,5.31233409628187e-38
"CG10361",6.05877836363695e-42,-2.2940026964361,0.007,0.031,7.536514406528e-38
"Mal-A6",6.48624537186548e-42,2.62589266371902,0.033,0.006,8.06824061806348e-38
"HmgD",1.05240857692138e-41,-0.662546337360172,0.152,0.222,1.3090910288325e-37
"Npl4",1.39575955468962e-41,-0.623516025618225,0.212,0.288,1.73618531007842e-37
"EGFP",3.22613472231262e-41,3.49720185451408,0.024,0.001,4.01298898108467e-37
"msn",7.03067524326291e-41,0.51832992788607,0.427,0.356,8.74545693509473e-37
"Cyp9c1",8.09491102229544e-41,2.24895921727926,0.04,0.009,1.00692598206333e-36
"yellow-g2",8.55798604599329e-41,-1.62217287753743,0.015,0.045,1.06452788426111e-36
"GlyP",1.97333112158116e-40,-0.628602360619047,0.133,0.199,2.4546265821348e-36
"CG18480",2.8085282987182e-40,2.26925980030733,0.029,0.004,3.49352835077557e-36
"kek5",3.87331354538602e-40,0.724448458373172,0.333,0.268,4.81801471910567e-36
"Sema2b",4.42269227794195e-40,0.916814317543238,0.121,0.066,5.50138692453199e-36
"mt:ND6",5.6863763476051e-40,-1.13235233181889,0.035,0.076,7.07328353878598e-36
"Hph",6.40463941461779e-40,0.781255303089453,0.174,0.11,7.96673096784307e-36
"Hsc70Cb",8.52995187941902e-40,-0.601481910259637,0.255,0.33,1.06104071428093e-35
"lncRNA:CR42862",1.43103458782073e-39,0.269288504175986,0.889,0.878,1.7800639237902e-35
"Ppa",1.95232836900848e-39,1.05680773577203,0.078,0.034,2.42850125820964e-35
"Swim",2.38294949157623e-39,0.77798489545315,0.121,0.067,2.96415087257167e-35
"Ssk",6.09845074424836e-39,1.55970209375453,0.056,0.02,7.58586288077054e-35
"IP3K2",6.92998998974141e-39,-1.99190862902846,0.111,0.161,8.62021454823934e-35
"bmm",8.28356679896507e-39,-0.90035782220098,0.123,0.184,1.03039287412327e-34
"CG13912",9.07932960617042e-39,-1.29147043027726,0.045,0.088,1.12937780971154e-34
"ps",1.06283425853969e-38,-0.198095281835108,0.837,0.878,1.32205953419752e-34
"RpL4",1.07986163923662e-38,-0.411256415332577,0.384,0.468,1.34323989304643e-34
"Acer",1.14146363893729e-38,-1.25501839317365,0.039,0.08,1.4198666204741e-34
"Itgbn",1.93352882928551e-38,1.5063685173575,0.051,0.017,2.40511651074824e-34
"CG1640",2.2751976767009e-38,-0.818245627392436,0.15,0.214,2.83011839004825e-34
"CG13114",2.41726938754775e-38,-2.00403308351016,0.006,0.029,3.00684139117065e-34
"CG3036",2.56963756109609e-38,-0.510886257335949,0.167,0.239,3.19637216224743e-34
"P5cr-2",3.3859967253188e-38,-1.23866507454677,0.026,0.061,4.21184132662405e-34
"Sdic1",3.61674323228356e-38,9.76656245422832,0.019,0,4.49886690663752e-34
"mt:ND3",3.72628677796991e-38,-1.16431709347016,0.036,0.075,4.63512812311677e-34
"CG11151",7.65390900317205e-38,-0.866793142449145,0.082,0.136,9.52069740904571e-34
"CG3764",8.42851514101472e-38,0.823169597097423,0.239,0.172,1.04842299839082e-33
"CG13315",8.6761210925247e-38,-0.788442842078557,0.175,0.244,1.07922270269915e-33
"Mtpalpha",1.37519717949038e-37,-0.878970095594057,0.043,0.085,1.71060777156808e-33
"ATPsynC",1.46604153666281e-37,-0.289628946702689,0.491,0.578,1.82360906745487e-33
"CanA1",1.64900507128935e-37,0.686885375247441,0.33,0.264,2.05119740817682e-33
"asRNA:CR45185",1.80289580383593e-37,1.29443715513651,0.038,0.01,2.24262209039151e-33
"Kr-h1",2.26989556114227e-37,0.449502989989893,0.492,0.422,2.82352308850486e-33
"lncRNA:CR43264",2.33834028783177e-37,2.45916202859575,0.055,0.021,2.90866148403394e-33
"Sh3beta",2.68669898077784e-37,0.577699466373348,0.324,0.251,3.34198486218955e-33
"CG10725",2.89159172522282e-37,-3.16062441126155,0.002,0.019,3.59685094700467e-33
"mesh",2.91337463444931e-37,1.38959755069274,0.06,0.023,3.6239467077915e-33
"Syt7",4.5614384119975e-37,0.603982435478003,0.272,0.199,5.67397324068369e-33
"alpha-Est10",7.72137719597595e-37,-1.13689020706605,0.029,0.065,9.60462109407448e-33
"peb",1.12143557102487e-36,0.867716830514723,0.108,0.058,1.39495370679784e-32
"CG32276",1.16418352369128e-36,-0.698216878299605,0.126,0.187,1.44812788511959e-32
"Cdc7",1.43810834622014e-36,-0.969163244223363,0.054,0.1,1.78886297186324e-32
"CG32280",1.61011038666428e-36,-0.746438308965322,0.045,0.088,2.0028163099717e-32
"CG13284",1.80063158992938e-36,0.976144424219412,0.135,0.081,2.23980563471316e-32
"CG13282",2.12340892233737e-36,1.6687153361715,0.025,0.003,2.64130835849545e-32
"RpL5",3.57187663701266e-36,-0.336457209575249,0.499,0.58,4.44305734878005e-32
"CG6175",5.86956433383043e-36,-0.670138587534353,0.075,0.127,7.30115107485167e-32
"Indy",6.29691339605209e-36,-0.930537018676438,0.11,0.165,7.8327305733492e-32
"Jabba",7.33919115294357e-36,-0.67908221336977,0.148,0.212,9.1292198751465e-32
"CG6277",8.1096050262772e-36,10.5050408037436,0.017,0,1.00875376921862e-31
"Ldsdh1",9.87044158704127e-36,-1.14728364944244,0.02,0.051,1.22778422901206e-31
"RpL9",1.3377574708841e-35,-0.34479865457054,0.444,0.524,1.66403651803273e-31
"lcs",1.77738422727629e-35,-0.501097705378611,0.223,0.296,2.21088824030898e-31
"Ephrin",2.39197303841503e-35,-0.537827244254562,0.212,0.282,2.97537526248445e-31
"mtd",3.25223685960009e-35,0.338112123596934,0.653,0.613,4.04545742965655e-31
"CG5023",3.64629759031646e-35,-1.06787466747748,0.102,0.156,4.53562957259465e-31
"CG4822",4.97227348393911e-35,-1.18960043456522,0.075,0.122,6.18501098667186e-31
"InR",5.63298347271084e-35,0.633382342682315,0.553,0.514,7.00686814170501e-31
"Plp",8.50896136286302e-35,-0.315449407198311,0.377,0.455,1.05842970392653e-30
"Socs36E",1.15465045445679e-34,0.995280857075039,0.232,0.173,1.4362697002988e-30
"Pfk",1.26083433742616e-34,0.75361423354971,0.341,0.282,1.5683518323244e-30
"CG7763",1.74177036972352e-34,-4.35588013196918,0,0.013,2.16658816289909e-30
"CG14207",2.79565513690459e-34,-0.421601043615436,0.215,0.285,3.47751542479562e-30
"robo2",2.80437097439026e-34,1.0222935985501,0.204,0.145,3.48835705504405e-30
"Haspin",2.97727434562613e-34,0.449396035141302,0.326,0.253,3.70343155852434e-30
"kirre",3.1034883490262e-34,0.720622310486784,0.263,0.198,3.86042915735369e-30
"Pcf11",4.85495119363959e-34,-0.405673145357438,0.479,0.547,6.03907378976828e-30
"CG4781",4.95348113405216e-34,2.41524790329644,0.026,0.004,6.16163518264748e-30
"clumsy",7.19238055242307e-34,-0.563497862846063,0.15,0.213,8.94660216915906e-30
"amn",1.1931469480708e-33,-0.739482734850838,0.089,0.141,1.48415548870527e-29
"msi",1.32403806401704e-33,0.52171721982296,0.373,0.31,1.6469709478308e-29
"Ir41a",1.41487079202429e-33,-1.11622096427997,0.021,0.052,1.75995777819901e-29
"CycG",1.69418971578267e-33,0.31044685851041,0.601,0.538,2.10740258746206e-29
"Alp2",1.84134346953821e-33,1.58458146733228,0.048,0.017,2.29044714175858e-29
"apt",2.85338566467991e-33,0.875670737979412,0.128,0.077,3.54932642829534e-29
"GstE7",3.86658494807071e-33,-1.6196145703387,0.014,0.04,4.80964501690515e-29
"Lsp1gamma",4.02084758220276e-33,1.77405032224591,0.038,0.011,5.00153230750201e-29
"Asph",4.43069269355623e-33,-0.321748608074523,0.322,0.402,5.51133864151459e-29
"CG15043",7.00591980559242e-33,0.901190642396045,0.106,0.06,8.7146636461764e-29
"CG31038",7.71561794055307e-33,0.679092949068607,0.204,0.143,9.59745715625396e-29
"Tgi",8.55399540981859e-33,1.07688681261199,0.176,0.12,1.06403148902733e-28
"Hsc70-4",1.1388512491086e-32,-0.383618352156779,0.362,0.432,1.41661706876619e-28
"HnRNP-K",1.17450182346629e-32,0.540295993265649,0.266,0.199,1.46096281820971e-28
"sty",1.62733578141319e-32,-0.515299134691196,0.3,0.366,2.02424297849986e-28
"lili",2.05085707515889e-32,-0.866902650501766,0.036,0.072,2.55106111579014e-28
"CG14687",2.5012308513986e-32,-1.3731261823673,0.019,0.047,3.11128105605472e-28
"CG6295",2.63583980638071e-32,-0.772996741526342,0.055,0.097,3.27872113515697e-28
"ena",2.6785133686685e-32,0.792643243446375,0.164,0.109,3.33180277928674e-28
"puc",2.98142227675906e-32,-0.403876983586127,0.401,0.476,3.7085911700606e-28
"lncRNA:CR44999",4.30107575209974e-32,0.84503646204623,0.296,0.232,5.35010812803687e-28
"Pde6",4.33632415391316e-32,1.18696218889761,0.236,0.18,5.39395361505258e-28
"Trx-2",4.95751871604871e-32,-0.647822695610418,0.118,0.174,6.16665753089299e-28
"Mur29B",5.39443451193289e-32,1.84888656753637,0.036,0.01,6.71013708939333e-28
"CG33158",7.87561646569201e-32,0.803931243090099,0.143,0.09,9.79647932167429e-28
"CG15120",8.33243588882108e-32,-1.90947131181261,0.009,0.031,1.03647170021045e-27
"Flo2",8.4338405186437e-32,0.512684593358018,0.3,0.232,1.04908542211409e-27
"dnr1",1.30308414134547e-31,-0.36935329332777,0.254,0.332,1.62090636341963e-27
"crb",1.4237250974285e-31,-0.613343448037075,0.068,0.114,1.77097164869131e-27
"CG34347",1.52292489732247e-31,0.757461498896539,0.131,0.081,1.89436627977942e-27
"swm",1.79790875864936e-31,-0.559497213459945,0.173,0.235,2.23641870488394e-27
"Decay",1.86858552554548e-31,1.58064936040951,0.04,0.013,2.32433353522602e-27
"pigs",2.5446616412721e-31,0.859036751786322,0.286,0.228,3.16530461557837e-27
"Neto",2.70684191187695e-31,-0.366122195934113,0.323,0.398,3.36704065418374e-27
"CG12224",2.80097914755164e-31,8.68496389834625,0.015,0,3.48413796163948e-27
"lncRNA:CR32773",3.68064187921696e-31,1.03578458352801,0.13,0.082,4.57835043355797e-27
"caps",4.19052690329363e-31,0.798100912193269,0.342,0.293,5.21259641500694e-27
"Epac",5.01558693302447e-31,1.12198172161408,0.085,0.045,6.23888858598914e-27
"vir-1",5.2469096909755e-31,-1.22573419805856,0.173,0.228,6.52663096460442e-27
"CG14877",5.29031947465736e-31,2.78576812746425,0.022,0.003,6.58062839452629e-27
"Damm",5.33142838441658e-31,1.36274770840609,0.054,0.023,6.63176376737578e-27
"Sod3",6.7342787090746e-31,-0.782908230883313,0.066,0.11,8.37676928621789e-27
"Pa1",7.30992927407228e-31,-1.15684735398177,0.027,0.058,9.09282102401851e-27
"lncRNA:CR44754",8.56950073351835e-31,0.733620667359205,0.251,0.195,1.06596019624235e-26
"zfh1",9.56980460014058e-31,-0.479628158775366,0.137,0.198,1.19038799421149e-26
"CG18067",9.59629825371956e-31,0.620408989214382,0.175,0.12,1.19368353978018e-26
"sky",9.65465431557026e-31,-0.412576568373413,0.426,0.494,1.20094245031378e-26
"CG9360",1.07610420822421e-30,4.35557112098948,0.018,0.001,1.33856602461009e-26
"AOX1",1.18816937891933e-30,1.61564189594976,0.071,0.035,1.47796389043776e-26
"me31B",2.32008717643947e-30,-0.496235099321714,0.17,0.232,2.88595643877306e-26
"simj",2.57493597147052e-30,-0.352301925313739,0.421,0.494,3.20296285491218e-26
"Pebp1",3.00056219490217e-30,0.781091172532205,0.137,0.087,3.73239931423881e-26
"CG14567",3.05470915152072e-30,-1.54198074440384,0.003,0.018,3.79975271357663e-26
"mld",3.35026201882128e-30,-0.247053102664592,0.436,0.516,4.16739092521179e-26
"Npc2a",3.44499356155659e-30,0.888001082364048,0.106,0.062,4.28522749122024e-26
"CG32369",3.90507021268496e-30,-0.359006349073035,0.404,0.474,4.85751683755882e-26
"SNF4Agamma",4.26081307453504e-30,0.284957349223413,0.78,0.754,5.30002538341414e-26
"Femcoat",4.26665616112873e-30,-1.79395241548156,0.011,0.032,5.30729359882802e-26
"yl",4.44974094401929e-30,-0.654637170695597,0.079,0.127,5.5350327602656e-26
"Ca-alpha1D",4.95390769579168e-30,-0.292490976611562,0.365,0.447,6.16216578279528e-26
"Imp",5.23918931633674e-30,0.454625603332793,0.497,0.45,6.51702759059127e-26
"CG31635",5.62123393828887e-30,-0.321169072104525,0.392,0.468,6.99225289583753e-26
"CG11459",6.54400669969542e-30,-2.7613871237651,0.005,0.021,8.14008993375114e-26
"CG13300",6.9279065757536e-30,1.32252908525999,0.056,0.024,8.6176229895799e-26
"Gprk1",7.1410267289846e-30,0.273205255341854,0.647,0.619,8.88272314818394e-26
"CG32647",7.29949877105003e-30,0.65759467776004,0.397,0.352,9.07984652130913e-26
"RhoL",9.1347728001135e-30,1.69721005939502,0.042,0.015,1.13627438860612e-25
"Oda",1.01579808800349e-29,-0.134376369699403,0.668,0.74,1.26355124166754e-25
"CG9568",1.32896604791823e-29,0.917736148523769,0.098,0.055,1.65310086700549e-25
"Pepck1",1.43536005263378e-29,-0.786979897845032,0.157,0.214,1.78544436947116e-25
"Traf-like",1.84168930857324e-29,2.8794805449031,0.02,0.002,2.29087733093425e-25
"Jon65Aii",2.0198269436756e-29,-3.29302500581536,0.002,0.014,2.51246273523808e-25
"dob",2.12937095775608e-29,-1.13227734697358,0.029,0.06,2.64872453435279e-25
"axed",2.32343766337884e-29,0.804969270605582,0.095,0.052,2.89012410947694e-25
"CG13124",2.40997166763299e-29,-0.460158834917158,0.21,0.278,2.99776375736867e-25
"AGO2",2.61108882378502e-29,-0.647973563676498,0.093,0.143,3.24793338790619e-25
"eEF1delta",2.65249841837744e-29,-0.547008599673913,0.112,0.164,3.2994427826197e-25
"dec-1",2.71143323961489e-29,-0.80590293958765,0.054,0.094,3.37275180675696e-25
"CG5597",3.03530076713209e-29,-0.695191847245803,0.063,0.106,3.7756106242356e-25
"sbb",3.05005494196032e-29,0.271668366179556,0.734,0.709,3.79396334230444e-25
"Tao",3.33462263894739e-29,0.570071445293823,0.369,0.31,4.14793710058666e-25
"CG15784",3.45613856166425e-29,0.895546257300417,0.102,0.059,4.29909075685416e-25
"ATPsynG",3.5816017015432e-29,-0.282260696627924,0.234,0.303,4.45515435654959e-25
"bgm",3.9067831442004e-29,1.24244225201776,0.088,0.049,4.85964755307088e-25
"Oat",4.14844854777e-29,-1.13632911345755,0.02,0.047,5.16025514857111e-25
"l(3)05822",4.64234820473231e-29,-0.574184899609509,0.169,0.228,5.77461693186651e-25
"jim",4.72202172052717e-29,0.279011685535963,0.582,0.517,5.87372281816375e-25
"epsilonTry",5.64902581287191e-29,1.07895291225445,0.079,0.041,7.02682320863137e-25
"Rack1",5.83910136620888e-29,-0.332065661792059,0.38,0.454,7.26325818942723e-25
"Tspo",6.13034497866482e-29,0.991269127004593,0.109,0.065,7.62553611896117e-25
"pain",7.4342004442156e-29,0.65526585517705,0.067,0.032,9.24740193255979e-25
"sals",7.95626859630956e-29,0.519237824801402,0.49,0.459,9.89680250694946e-25
"CG13360",9.46569919099276e-29,-1.40895280037757,0.036,0.069,1.17743832236759e-24
"N",1.38607378996171e-28,1.05997016549137,0.164,0.115,1.72413718733337e-24
"Ythdc1",1.46418937128785e-28,0.671697023708056,0.168,0.115,1.82130515894496e-24
"CG18622",2.12447154395013e-28,-1.01218375529512,0.022,0.049,2.64263015351957e-24
"Shmt",2.658722944116e-28,-0.90910790381193,0.081,0.125,3.30718547018589e-24
"Tollo",2.73856617959005e-28,0.712533438029544,0.084,0.045,3.40650247079206e-24
"caz",3.65234444823767e-28,0.559534390690369,0.258,0.198,4.54315125916283e-24
"CG13482",4.5704350058026e-28,-0.639984166901048,0.07,0.113,5.68516410371785e-24
"Kaz1-ORFB",5.30803127299994e-28,-1.11250724999563,0.042,0.076,6.60266010048462e-24
"Dmtn",6.91292745708978e-28,-0.604277032981535,0.212,0.273,8.59899046387398e-24
"RpL22",8.30287769191717e-28,-0.519466372538782,0.164,0.221,1.03279495609758e-23
"CG15199",1.06040497193535e-27,2.18897249077178,0.05,0.022,1.31903774459038e-23
"yip2",1.64236749236587e-27,-0.710281349691091,0.074,0.117,2.04294092375391e-23
"CG45050",1.68951917707492e-27,-0.235535314096741,0.772,0.811,2.10159290436349e-23
"Gnmt",2.11291784543078e-27,2.90392772493136,0.027,0.006,2.62825850793134e-23
"Ctr9",2.15114520219853e-27,-0.940981286678178,0.029,0.059,2.67580951701475e-23
"betaTub60D",2.24041404522393e-27,0.917068050071143,0.07,0.035,2.78685103085405e-23
"CG18281",2.61449664760693e-27,-1.05065881051768,0.033,0.065,3.25217237995826e-23
"asRNA:CR44429",2.66437819626861e-27,-6.15081245563339,0,0.01,3.31422003833852e-23
"CG15814",2.78695657840432e-27,0.778619001866877,0.098,0.057,3.46669528787714e-23
"CG32809",3.09655769972917e-27,0.679736738424491,0.183,0.13,3.85180812269311e-23
"rost",4.13019489815488e-27,0.707607739957762,0.108,0.065,5.13754943381486e-23
"vnd",6.938527156214e-27,1.6207811381273,0.032,0.01,8.6308339296146e-23
"CG8299",6.97824294393637e-27,-3.99070557002456,0.001,0.011,8.68023639796245e-23
"Uhg3",7.420155519989e-27,0.810151306789862,0.159,0.11,9.22993145131432e-23
"magu",8.74572105342982e-27,-0.411303698211232,0.101,0.151,1.08788024183614e-22
"CG3726",8.74663678207465e-27,-0.477674330406374,0.145,0.201,1.08799414932227e-22
"Pep",9.52143291146853e-27,0.400365418764207,0.411,0.351,1.18437103985757e-22
"Nap1",9.6834953583728e-27,-0.476611136686653,0.182,0.24,1.20452998762799e-22
"Gs2",1.07510764495338e-26,1.26198778699359,0.119,0.077,1.33732639955751e-22
"miple2",1.10182491103101e-26,1.06838488801018,0.057,0.026,1.37056000683147e-22
"wnd",1.42699271324295e-26,-0.624227835466501,0.071,0.114,1.77503623600291e-22
"CG11318",1.47165112884311e-26,2.82163096691329,0.016,0.001,1.83058683916794e-22
"Cals",1.48091433807925e-26,-0.350603104537246,0.359,0.424,1.84210934513678e-22
"Stim",1.56198968143521e-26,-0.321566708259757,0.095,0.144,1.94295896473725e-22
"CG2064",1.73545989922434e-26,1.82717354121366,0.032,0.01,2.15873856864516e-22
"Mctp",1.79182288245632e-26,0.923720162813522,0.116,0.073,2.22884848348742e-22
"CG7298",1.93622750816052e-26,3.64033465092108,0.016,0.001,2.40847339740087e-22
"Tig",1.94780698157424e-26,-0.921243388634223,0.055,0.092,2.42287710438019e-22
"COX8",1.97451547448035e-26,-0.494474896899405,0.172,0.231,2.45609979870611e-22
"CAHbeta",2.17999436944027e-26,-1.15641199952552,0.078,0.119,2.71169499614676e-22
"CG5853",2.22306996305911e-26,-0.965445049632977,0.075,0.116,2.76527672704922e-22
"Hsp70Aa",2.2863749617405e-26,-1.79454434710773,0.025,0.051,2.84402181490901e-22
"CG13083",2.86102219890424e-26,-1.28852068894429,0.012,0.034,3.55882551321699e-22
"CG34256",2.88568164621261e-26,-0.548248372895426,0.022,0.049,3.58949939972387e-22
"CG11619",3.06456158604008e-26,-0.388576856543489,0.021,0.047,3.81200815687525e-22
"lncRNA:CR46006",4.08141491127699e-26,-0.393889360400442,0.186,0.248,5.07687200813744e-22
"CG42673",5.02962383581776e-26,-0.377820785744537,0.16,0.219,6.25634908937371e-22
"CG4080",5.24274530273419e-26,-0.505271576742752,0.215,0.274,6.52145088207106e-22
"CG9932",5.27046996560171e-26,-0.357012674743505,0.53,0.6,6.55593759021197e-22
"Parp",5.50527555320074e-26,0.291718043117318,0.688,0.675,6.84801226062641e-22
"Arpc3B",7.70345609954879e-26,1.65829532813404,0.029,0.008,9.58232904222873e-22
"lncRNA:CR43270",7.75265128363951e-26,3.21049047733029,0.014,0,9.64352293171919e-22
"CG3277",1.04768601136982e-25,1.82916959737278,0.026,0.006,1.30321662954292e-21
"RpL10",1.09214513601251e-25,-0.27373566267902,0.509,0.578,1.35851933468597e-21
"scrib",1.15825939337742e-25,0.373079171248551,0.44,0.382,1.44075885942217e-21
"Cp7Fa",1.37320307587443e-25,-1.08725265647853,0.018,0.041,1.70812730608021e-21
