"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nhe2",0.333464321843082,-0.164298660169541,0.126,0.129,1
"MEP-1",0.333836110327496,0.18877810733035,0.023,0.025,1
"Vti1b",0.33451831174432,0.138311946801738,0.015,0.017,1
"Rcd5",0.335954284627473,0.366086667028058,0.031,0.029,1
"EloB",0.336732222732307,-0.10385223408817,0.045,0.048,1
"beta-COP",0.336873864952039,0.149179131442799,0.029,0.032,1
"CG2003",0.337262531745091,0.148480580519905,0.131,0.139,1
"CG7745",0.337874090467717,-0.163259059986227,0.011,0.013,1
"esc",0.338308826121662,-0.229045053358306,0.022,0.024,1
"ema",0.33856133099053,0.185391441163616,0.037,0.035,1
"CG1688",0.341398962975957,0.170841341965789,0.021,0.019,1
"Jheh1",0.342021506862034,0.344912736173634,0.017,0.016,1
"Dh44-R2",0.343559307785695,0.110529627386159,0.029,0.027,1
"CG1486",0.343596981779165,0.1943558593238,0.026,0.024,1
"Tnpo",0.343818397085571,0.124986867782257,0.218,0.215,1
"wupA",0.344297998686514,0.103025431379274,0.434,0.446,1
"CG4186",0.345155787583041,0.178369232093103,0.015,0.013,1
"CG7222",0.34519097964407,-0.113283126760656,0.014,0.016,1
"Rev1",0.345202705031613,0.153193781582063,0.013,0.012,1
"SelT",0.345514648174571,-0.216311543820573,0.031,0.033,1
"CG8003",0.346469918196849,0.119061802162457,0.018,0.017,1
"Sras",0.347771770991017,-0.208129421711809,0.011,0.012,1
"mbo",0.348032977602664,-0.256935434851338,0.009,0.01,1
"Idgf2",0.348478682302069,0.206521074522886,0.053,0.057,1
"CG11436",0.348631898588573,0.441498331794106,0.011,0.01,1
"Nup93-2",0.348722479328459,-0.477433922252088,0.013,0.015,1
"mle",0.349258902674919,0.284442420726884,0.1,0.097,1
"CG5849",0.349336774889976,0.188904197712119,0.034,0.032,1
"CG2246",0.350595319658953,0.241934392074791,0.093,0.09,1
"Gad1",0.350801399854674,-0.206523231043592,0.043,0.045,1
"Manf",0.351013356314154,0.140404533927237,0.057,0.054,1
"teq",0.351193981907829,0.317820909255262,0.086,0.084,1
"CG1271",0.351442631334025,0.39952485819987,0.011,0.01,1
"beat-Vc",0.352424986736137,0.314448775762054,0.029,0.027,1
"CG4119",0.353292001213732,0.141373728005535,0.041,0.039,1
"CG33203",0.353842595409278,0.275304066309738,0.04,0.037,1
"CG34133",0.354642283864268,0.336795485407844,0.091,0.089,1
"TORIP",0.354707723361022,-0.30789390753052,0.016,0.017,1
"dac",0.354923317581205,-0.364931766602985,0.011,0.013,1
"CG8312",0.355539618020141,0.267941831567539,0.068,0.066,1
"CG42676",0.356146704216351,0.180458514864018,0.022,0.02,1
"lncRNA:CR43314",0.356632593805089,-0.482591164539379,0.036,0.038,1
"CG1663",0.356740293204328,0.714421821667472,0.01,0.009,1
"Dad1",0.356963274464824,0.242382624013577,0.041,0.039,1
"CG13807",0.35747127784445,-0.266998876111331,0.013,0.015,1
"para",0.359113034051884,0.195794547585407,0.161,0.159,1
"trc",0.359614054808265,0.297299658651155,0.041,0.039,1
"Efr",0.360863318279803,0.134969515250064,0.026,0.024,1
"CG6321",0.360913361302012,-0.177678861026401,0.009,0.01,1
"Xpd",0.361149688831993,0.42888939951779,0.011,0.009,1
"Gld2",0.361929837516473,0.445316738391052,0.011,0.01,1
"CG10395",0.362011084129475,0.229250426466812,0.052,0.055,1
"CG15065",0.362491157083581,-0.244418270788792,0.021,0.022,1
"alpha-Est5",0.363713438416135,0.301070231890291,0.01,0.009,1
"CG2277",0.363772470377175,-0.125394201171823,0.014,0.016,1
"Slmap",0.364123920132313,0.120077254652149,0.131,0.127,1
"CG10103",0.364918626298883,0.325983560294159,0.087,0.084,1
"RapGAP1",0.365955697923475,0.240809743029253,0.209,0.206,1
"CG43901",0.366142806758424,0.189985525146421,0.033,0.035,1
"CG42271",0.366696581453551,0.18646744810599,0.042,0.04,1
"CG14823",0.36680332767525,0.768005940904896,0.089,0.089,1
"RpIII128",0.366881877327476,0.223215629918622,0.013,0.011,1
"CG34376",0.36693249679861,-0.248315876840789,0.118,0.12,1
"CG42795",0.368226177354681,0.148870470370913,0.095,0.1,1
"CG10628",0.368697494943825,-0.228956810395924,0.014,0.015,1
"Uxs",0.368765408027332,0.15834536741074,0.018,0.017,1
"tef",0.368925146903219,-0.117300448202375,0.012,0.014,1
"porin",0.369015622072197,0.10899970080253,0.33,0.329,1
"nAChRbeta2",0.369415688301683,0.253491475022353,0.029,0.027,1
"CG7332",0.369581721824485,0.148848047108734,0.056,0.054,1
"Su(var)2-10",0.369828819776299,0.246158939803963,0.077,0.074,1
"CG5611",0.370462645896769,-0.211759659664682,0.009,0.01,1
"cac",0.370476554165379,0.186311750780031,0.18,0.178,1
"CG42825",0.37181913237972,0.100660591647725,0.012,0.01,1
"wek",0.372998547638319,0.140805391924797,0.013,0.012,1
"CG16743",0.373660608993986,0.180029831594966,0.027,0.025,1
"CG11999",0.373753486140645,0.308875607791124,0.024,0.022,1
"ZC3H3",0.374276810087517,0.177845597177632,0.044,0.041,1
"Edem1",0.374301481882587,0.474156824916517,0.025,0.023,1
"AcCoAS",0.374634539488712,0.590778136448222,0.135,0.135,1
"CG5903",0.375874062018106,-0.13577405168508,0.084,0.087,1
"Lkb1",0.37651361388351,-0.147316425195203,0.023,0.025,1
"Nrx-1",0.376760462059258,0.22790150333151,0.129,0.127,1
"CG10550",0.377444544250472,-0.203099141582159,0.011,0.012,1
"CG42846",0.377762178007776,0.156592085748445,0.012,0.014,1
"CG9630",0.37850256638658,0.380770227635415,0.011,0.01,1
"CG12581",0.378540467467163,0.168372210444241,0.027,0.025,1
"CG3704",0.378938293412027,0.181963139889127,0.016,0.015,1
"Fak",0.379037714161852,0.126870709775096,0.124,0.121,1
"CG16952",0.379187707013822,0.163913634640127,0.049,0.052,1
"Rift",0.379445382324249,-0.110572537154011,0.016,0.018,1
"Sec10",0.37987935729606,0.20306297310692,0.032,0.03,1
"Hacd2",0.380602827648281,-0.133303654393603,0.012,0.014,1
"CG13850",0.381089946219492,-0.254055611625803,0.018,0.019,1
"CG11307",0.381880147051762,0.22739335361275,0.014,0.012,1
"trem",0.382395429094735,-0.226556330248454,0.009,0.01,1
"CG4313",0.382993579040288,0.121912646875172,0.02,0.019,1
"CG10407",0.383906091202632,0.191208458294603,0.011,0.01,1
"CG6685",0.384386548732093,0.311372542201139,0.011,0.012,1
"CG3740",0.385059139598724,0.348139274648637,0.019,0.018,1
"Not10",0.385148872547823,0.109193392997383,0.015,0.013,1
"CG11168",0.386206190690324,0.439596860876555,0.023,0.022,1
"Aladin",0.386297477582656,-0.24553074722503,0.01,0.012,1
"Ag5r2",0.386328898642108,-0.145238985185717,0.015,0.017,1
"CNPYb",0.387287701833584,-0.268128464820074,0.01,0.011,1
"CG11534",0.387524021125492,-0.436181699311585,0.009,0.011,1
"CG9062",0.388760035979875,0.253127633910505,0.018,0.02,1
"asRNA:CR45139",0.389493942199523,-0.171175267417458,0.059,0.061,1
"CG2147",0.389529008323612,-0.152972083105845,0.018,0.019,1
"CG3342",0.389803361166492,0.375201168192872,0.01,0.009,1
"CG7857",0.390983033422269,0.109743765203091,0.011,0.012,1
"hbs",0.391134877709688,0.251898038371072,0.02,0.019,1
"Actbeta",0.391637530017005,0.111034492693087,0.087,0.091,1
"DCX-EMAP",0.393239656343667,0.179790942304597,0.009,0.01,1
"Gba1b",0.393240104591698,0.303741065958001,0.026,0.024,1
"frma",0.393266847161821,0.223298814025631,0.055,0.052,1
"FIG4",0.39353036880711,0.220297819970567,0.013,0.012,1
"Chi",0.39411191036167,-0.162538979239669,0.02,0.022,1
"Tap42",0.394690057125175,-0.240293992552963,0.011,0.012,1
"Est-6",0.395143522497962,0.264771639544512,0.026,0.024,1
"CG30109",0.395695551393205,0.125360785585072,0.029,0.027,1
"rig",0.396211463493863,-0.148697875578522,0.016,0.018,1
"Pmm2",0.396257307249612,0.185748638428481,0.01,0.009,1
"CG15356",0.397231080480676,0.180359189884657,0.062,0.06,1
"CG13559",0.397790347338306,0.133037861195445,0.013,0.014,1
"CG6094",0.398026573878548,0.144315915698733,0.015,0.013,1
"Ca-alpha1T",0.398356451868426,0.196685227733952,0.102,0.099,1
"CG3257",0.398691246018671,0.216530008484715,0.02,0.018,1
"CG34134",0.39884063616901,0.14743525691788,0.058,0.056,1
"CG6967",0.398956639884315,0.200815468818714,0.021,0.019,1
"CG7564",0.399065819629377,0.173818966680941,0.108,0.105,1
"CG8861",0.399115443220495,-0.123166963416664,0.043,0.045,1
"beg",0.402265086647082,-0.15039819803423,0.009,0.011,1
"AP-1sigma",0.402930092366128,0.159121063860713,0.097,0.101,1
"Ac78C",0.403433608002517,0.483222860946339,0.014,0.012,1
"TyrRS-m",0.403575265636137,0.505968070323373,0.01,0.009,1
"Ufm1",0.405951942013478,0.14901704531081,0.027,0.029,1
"CG14286",0.406971917492243,0.153866423736955,0.01,0.012,1
"SCOT",0.407768139333109,0.110609685358543,0.021,0.02,1
"CG1815",0.407866344863231,0.376854511496779,0.068,0.066,1
"CG11807",0.409231238621384,0.11304702074795,0.021,0.022,1
"JHDM2",0.411345101981716,0.175062891782589,0.01,0.009,1
"vir",0.411354247928243,0.169554076069654,0.012,0.011,1
"CG7384",0.411735941378459,-0.161611486880011,0.032,0.034,1
"CG1440",0.413422550601854,0.324360056805061,0.095,0.093,1
"CG8298",0.413958872296812,0.29964739897342,0.015,0.014,1
"CG5196",0.415263825864572,0.140633190205005,0.049,0.052,1
"Spn43Ab",0.415320009885065,0.147232257266435,0.077,0.081,1
"dind",0.41551511865173,0.254737415261726,0.016,0.015,1
"hpo",0.417578264522929,-0.103017477722843,0.014,0.016,1
"CG3358",0.417772727270561,-0.211200828331586,0.015,0.017,1
"Lim3",0.417876391585896,-0.111396751249753,0.017,0.019,1
"Cul6",0.417954732924391,-0.12227448476608,0.01,0.011,1
"CG6023",0.418253678322699,-0.197819676662646,0.01,0.009,1
"Gmd",0.419006288436746,-0.121193784016643,0.012,0.014,1
"Coq7",0.419081166920386,0.102947452943014,0.032,0.03,1
"CG14589",0.419730884876558,0.421758326480719,0.011,0.012,1
"Dcr-1",0.421209946427424,0.598642935312937,0.011,0.01,1
"Ipk2",0.42203416846358,-0.133522945745583,0.014,0.016,1
"CG14231",0.422583470929237,0.382955130147013,0.012,0.011,1
"GNBP2",0.423632385509794,0.272562407854504,0.015,0.014,1
"CG13625",0.424305336756035,0.111586936228338,0.017,0.019,1
"Glut1",0.424499227442505,0.154049342909721,0.142,0.149,1
"Nrx-IV",0.424818618834968,0.108228617789537,0.065,0.062,1
"CG8237",0.42485190095943,0.296358562023843,0.01,0.009,1
"APC4",0.425118214292014,0.244381785761702,0.01,0.009,1
"pio",0.425126287120899,-0.300842271955588,0.015,0.016,1
"cm",0.426814896126327,0.207686976589185,0.012,0.011,1
"Tsp42Eq",0.427352378191187,0.302507953334398,0.01,0.009,1
"Irbp",0.427838663354683,-0.351501627678975,0.011,0.012,1
"Mtor",0.428061413311016,0.134305165638157,0.079,0.076,1
"CG8078",0.428387939914102,-0.203122504875358,0.013,0.015,1
"CG9752",0.429715376352044,-0.49179287411738,0.009,0.01,1
"CG8519",0.430445147331907,0.263918436985054,0.05,0.048,1
"Vps39",0.430503253043894,0.203536250904279,0.014,0.015,1
"CG11779",0.432417658755528,0.164891801808677,0.042,0.04,1
"side-IV",0.433971633867532,0.220817158355904,0.035,0.033,1
"rod",0.435115369121064,0.269707821478447,0.014,0.012,1
"sotv",0.435182257474689,0.525929804195529,0.011,0.01,1
"CG31460",0.436003392119138,-0.16784675400387,0.01,0.011,1
"CG3295",0.436427487909758,0.203404374181727,0.014,0.013,1
"Spn55B",0.436936912441178,-0.160668098740937,0.014,0.013,1
"LysRS",0.437501284073625,0.175036013475271,0.052,0.049,1
"Pxn",0.437583864414725,0.613884980850746,0.029,0.028,1
"Nup154",0.438772213732056,0.105060891095525,0.033,0.032,1
"CG32448",0.438895199216418,0.311872747900307,0.016,0.014,1
"Ack",0.439060140188121,0.14535492704597,0.048,0.046,1
"CG17904",0.439229030511263,0.125045424155964,0.018,0.017,1
"Arpc5",0.439264709129316,-0.182274853356658,0.026,0.028,1
"CG7382",0.439369014063379,0.116253616509314,0.022,0.02,1
"pros",0.439702535097517,-0.133193992649845,0.103,0.099,1
"lncRNA:CR45533",0.439848353946675,0.280881541149786,0.01,0.009,1
"CG13876",0.440556703733602,-0.197950888671399,0.016,0.017,1
"CG34150",0.44071192020816,0.1773546935803,0.053,0.05,1
"NUCB1",0.441347519926192,0.192854322937119,0.073,0.07,1
"Tsp86D",0.44171116906055,0.148927721016746,0.022,0.024,1
"CG10654",0.442190796502575,-0.132379476972812,0.011,0.012,1
"CG31908",0.442201450758786,0.121583321631664,0.043,0.045,1
"CG6766",0.442480860146767,-0.182396986715662,0.037,0.039,1
"dpr1",0.442493670591267,0.165543528763792,0.067,0.064,1
"CG8379",0.443729119047012,-0.179076240139613,0.014,0.015,1
"Obp57c",0.444493192931167,-0.128612794122196,0.013,0.014,1
"yellow-d",0.444597548210185,-0.17752955886301,0.01,0.011,1
"tnc",0.444656325522681,0.151597361966294,0.017,0.015,1
"CG3061",0.445139025756854,0.20777570899947,0.047,0.045,1
"spn-F",0.44533501759041,0.228821544628095,0.022,0.02,1
"Sos",0.446051827811701,0.158495353334906,0.017,0.019,1
"gbb",0.447669636613269,0.1800366885799,0.015,0.014,1
"CG18731",0.449036239837532,0.163503343612898,0.012,0.014,1
"CG5021",0.449241414891202,0.102376982745083,0.032,0.034,1
"betaggt-II",0.449489474842132,0.545928920385255,0.011,0.01,1
"mio",0.452320791060127,-0.239145850033631,0.019,0.02,1
"CG7182",0.452481580201769,0.177150861178671,0.038,0.036,1
"hpRNA:CR46342",0.452710763453294,0.302529589628245,0.018,0.019,1
"Got2",0.452861568909773,0.101792705993704,0.096,0.093,1
"Ilp6",0.453268151309981,0.44055429229914,0.091,0.089,1
"Lam",0.453395403055705,-0.101245679883274,0.064,0.066,1
"Tfb1",0.455346098470783,0.290939669748001,0.041,0.039,1
"pita",0.455767362816092,0.159346617894547,0.038,0.036,1
"Myb",0.455848013810656,0.196797115351809,0.038,0.036,1
"CG15107",0.456289037726953,0.261167464819653,0.01,0.011,1
"acj6",0.456846490614144,-0.38496997156051,0.009,0.01,1
"Cyp6u1",0.45709242071342,0.236126811315089,0.019,0.018,1
"trus",0.458006129318099,-0.173405698674749,0.013,0.014,1
"Elal",0.458104654967202,0.189129386691252,0.036,0.034,1
"mute",0.459399926572418,0.103875068457073,0.022,0.02,1
"Nfs1",0.459414057036711,0.198228964208302,0.024,0.022,1
"c(3)G",0.459991713230919,-0.192005363892606,0.02,0.021,1
"Usp16-45",0.460013907729867,0.159775388697332,0.055,0.057,1
"CG3635",0.460425003790097,0.280468282346963,0.015,0.013,1
"CG33288",0.46086306591718,0.277444315059292,0.01,0.009,1
"Vps53",0.462155476784496,0.368736681389151,0.019,0.017,1
"nito",0.46375104860533,0.217352872363811,0.057,0.054,1
"Reg-2",0.464936586678033,0.57500618495721,0.019,0.018,1
"CG5498",0.465049374868967,0.175061723052141,0.021,0.02,1
"pyd3",0.465447916493253,-0.180626265893887,0.066,0.068,1
"ohgt",0.466095048627193,0.144237029941323,0.02,0.019,1
"CG14483",0.466512696226219,-0.157864141548555,0.028,0.029,1
"Alg2",0.467671673346768,0.182388439028191,0.013,0.012,1
"DNApol-iota",0.468177900696122,-0.153767584533777,0.019,0.02,1
"nonA-l",0.468622617006614,-0.423018608132327,0.009,0.01,1
"CG4594",0.468714212711279,-0.224869832335732,0.011,0.01,1
"lncRNA:CR44050",0.468890043622167,0.229832412964701,0.019,0.018,1
"lncRNA:CR44396",0.469418726450316,0.250420334920027,0.012,0.011,1
"qm",0.469967261503934,0.208057903368974,0.033,0.031,1
"CG3589",0.471332671787475,0.20464620905901,0.023,0.022,1
"CG46281",0.471420300655367,0.330886373714881,0.011,0.012,1
"MED24",0.471643828885242,0.209544073471329,0.024,0.022,1
"CG6765",0.472176351866503,0.379533186214177,0.016,0.015,1
"CG8765",0.473136520592473,0.195005523693112,0.02,0.019,1
"Klp67A",0.473274435557806,-0.323269410961727,0.009,0.01,1
"CG33108",0.473952309663562,0.171961641416524,0.012,0.011,1
"CG4995",0.474200126617045,-0.208556290969182,0.013,0.014,1
"CG1309",0.474350014024924,0.112307106852322,0.021,0.02,1
"Paip2",0.474918653814313,0.157095530572548,0.359,0.36,1
"mRpL48",0.475621216757566,-0.250736092983482,0.022,0.023,1
"CG4098",0.475932738566239,0.343341305568891,0.018,0.016,1
"CG7239",0.475990150582331,0.15212177718744,0.012,0.011,1
"Aps",0.476122158405741,0.148258886343234,0.21,0.219,1
"CG42260",0.477068053841092,0.186026464058676,0.106,0.104,1
"Tpc1",0.47707401084983,0.251405131263763,0.022,0.024,1
"homer",0.477383638986575,0.127233818596789,0.046,0.044,1
"CG5380",0.478577872643656,0.118065199386956,0.013,0.014,1
"Blos1",0.478638560252216,0.123094033014691,0.01,0.011,1
"mRpS31",0.479457527366123,0.207572081426048,0.011,0.012,1
"CG34331",0.47969526692322,0.237202969399257,0.023,0.025,1
"GLaz",0.482485984738977,-0.149060587868921,0.026,0.027,1
"CG12877",0.48308718482794,0.25935282031111,0.038,0.036,1
"Hira",0.483194671055596,-0.221049319484168,0.01,0.009,1
"Cpr66D",0.483217201217809,0.670594735011889,0.038,0.036,1
"CG17343",0.484298005857412,-0.448690512154542,0.012,0.013,1
"Fili",0.48438212258796,0.387661813687242,0.058,0.056,1
"CAH7",0.485769241370412,0.127500915381463,0.06,0.062,1
"CG6937",0.486300774714724,-0.208571979822062,0.041,0.043,1
"CG11052",0.487132899007816,-0.187189643880309,0.012,0.013,1
"Lectin-galC1",0.487278990529539,0.197108448780236,0.016,0.014,1
"CG42336",0.487405568145868,0.125396173373827,0.047,0.045,1
"CG8314",0.488912011163373,-0.114544635357518,0.022,0.024,1
"shams",0.490525961144911,0.363662215546109,0.01,0.009,1
"mirr",0.490994864510551,0.117768888834822,0.055,0.057,1
"mahj",0.491415134862216,-0.155228127383836,0.038,0.04,1
"Idgf1",0.492325301610194,0.13365607706706,0.034,0.036,1
"Sem1",0.494265605156725,-0.10564424411083,0.074,0.077,1
"DCP2",0.495510927939883,0.151395479570271,0.205,0.205,1
"CG17108",0.495830726736043,0.405525575503767,0.169,0.177,1
"Ibf2",0.496734002361997,-0.149345959487232,0.012,0.013,1
"ear",0.497219131089766,0.132587623801239,0.027,0.028,1
"pHCl-1",0.497281557640603,0.158906416850358,0.609,0.648,1
"Sec22",0.497763089840963,0.213703489761255,0.047,0.049,1
"CG12237",0.497811505363501,0.198623475533575,0.025,0.024,1
"Tis11",0.498052909910497,-0.461296409024565,0.217,0.216,1
"Gcn5",0.498054398512892,0.143690294952398,0.031,0.029,1
"CG17493",0.498206702912038,0.109602867111685,0.096,0.094,1
"CG43861",0.498334685113625,0.164509594225231,0.016,0.017,1
"CG34393",0.498380219821031,0.138959306502631,0.027,0.025,1
"Uhg8",0.498686715267649,0.107803910478639,0.06,0.059,1
"CG43689",0.500819685816005,-0.409523435803568,0.015,0.016,1
"lncRNA:CR44092",0.500938343954203,0.113703356564211,0.048,0.046,1
"LpR1",0.502148236816467,0.222979464602365,0.216,0.216,1
"CG33082",0.50248878199806,0.32092623011963,0.012,0.011,1
"CG10139",0.50454864775111,0.104820932681136,0.016,0.017,1
"Atu",0.504636548359766,0.380810294546202,0.025,0.024,1
"beat-Ia",0.50472107449853,0.100718980639836,0.038,0.036,1
"Coq6",0.504769832574955,0.112844848288964,0.018,0.017,1
"CG15093",0.505045279040251,-0.264788923037074,0.044,0.046,1
"CG8132",0.505513279919033,-0.283869011437614,0.01,0.011,1
"TBC1D5",0.506418530602752,0.104559182929609,0.033,0.032,1
"CG12594",0.507117388734394,-0.231824215328108,0.015,0.016,1
"RhoGEF3",0.507856772234812,0.157255947292883,0.12,0.125,1
"RpL24-like",0.508000776426148,0.189943247563176,0.133,0.138,1
"CG32191",0.509703572625586,-0.179309990693569,0.009,0.01,1
"CG30158",0.50986215356907,0.221471141571245,0.015,0.014,1
"CG1317",0.509883634568964,-0.110994366414249,0.033,0.035,1
"Chro",0.510322737628333,0.101688593045642,0.092,0.089,1
"CG12093",0.511119880715262,0.330608546467363,0.022,0.021,1
"Hsc20",0.512748794439747,0.389648326628155,0.012,0.013,1
"Sk2",0.513650497766048,0.45931882870409,0.014,0.013,1
"Ser7",0.51463978869043,0.189662465769131,0.01,0.011,1
"grn",0.516009964489319,-0.257028884491747,0.031,0.032,1
"CG1983",0.517951559406158,0.239013100518325,0.03,0.029,1
"CG5986",0.518097906769461,0.170749164444177,0.05,0.053,1
"CG4612",0.518387608899562,0.104522637853113,0.086,0.083,1
"mRpL3",0.518587954392833,0.14487318390738,0.028,0.026,1
"CG42322",0.518972017885971,0.125993956169034,0.075,0.073,1
"CG30440",0.51945891769357,0.153865951422545,0.093,0.091,1
"CG33639",0.520956164412384,-0.111062814035577,0.054,0.056,1
"CG43114",0.521289686301846,-0.168119592726739,0.028,0.029,1
"CG11170",0.521335453656824,0.159549268139186,0.012,0.011,1
"CG8032",0.522196106066792,0.116169949543647,0.025,0.026,1
"msb1l",0.523349938191935,0.10671398434707,0.009,0.01,1
"Bin1",0.523508204551664,0.933310163181086,0.038,0.04,1
"Sting",0.524048749281613,0.325549829523804,0.025,0.023,1
"CG12773",0.52407289944979,0.2716729520148,0.043,0.041,1
"O-fut2",0.524259571893505,0.128277206017759,0.012,0.011,1
"Nup54",0.524315956502379,0.332885390723371,0.018,0.017,1
"lncRNA:CR42491",0.524339176852728,0.179561940565233,0.076,0.079,1
"IntS8",0.524822599534822,0.196919537601036,0.016,0.015,1
"Tsp39D",0.524938897309525,0.166752053345663,0.057,0.055,1
"AlaRS-m",0.526080198085669,0.133876845629624,0.013,0.014,1
"CG16898",0.527082034493314,0.167012269400086,0.013,0.012,1
"Lim1",0.527875993095075,0.176520365057438,0.055,0.054,1
"hng2",0.528531643313356,0.187763464145305,0.01,0.011,1
